rank,location,total_violations,hotspot_score,severity,description
10726,"11th Main Road, Andrahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560058, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10727,"11th Cross Road, Vinayak Nagar, Vimanapura, Bengaluru, Karnataka. Pin-560017 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10728,"11th Cross Road, Vidyagiri Residency, Vidyagiri Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10729,"11th Cross Road, VVS Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10730,"11th Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10731,"11th Main Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10732,"11th Main Road, Maruthi Layout, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10733,"Vyasaraya Ballal Road, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560111 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10734,"Vrishabhavathi Nagar, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10735,"Cafe Awesome, Service Road, Sector 6, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560034, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10736,"CV Raman Road, Sadashivanagar Junction, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10737,"Byrathi Main Road, Byrathi, Bengaluru, Karnataka. Pin-560077 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10738,"Buy Right Super Store, No 30, Old Madras Road, Shree Vinayaka Layout, KR Puram, K.R Pura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10739,"CQAL Road, MLA Layout, Gangenahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10740,"CQAL Road, Jaya Chamarajendra Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560006, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10741,"CMTI Goragunte Palya, Tumkur Road, Goragunte Palya, Peenya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10742,"Chowlu Gali, Sunkalpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10743,"CV Raman Circle, Sri Maramma Temple Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10744,"West Anjaneya Temple Road, Micronova Data Center, Gandhi Bazar, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10745,"Wellington Street, Skyline Residency Apartment, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10746,"Weaver's Service Center, Old Mysuru Road, Okalipuram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10747,"11th Cross Road, Rahamaniya Nagar, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10748,"11th Cross Road, Purva Sunflower, Shankarappa Garden, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10749,"11th Cross Road, Oscar Orchards, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10750,"11th Cross Road, Nethravathi Block, Vijaya Enclave, Mulki Sundar Ram Shetty Nagar, Bengaluru, Karnataka. Pin-560076 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10751,"CT Street, Avenue Circle, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10752,"CSI Hospital, Netaji Road, Benson Town, Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560051, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10753,"CRED terra, 777, 13th Main Road, Doopanahalli, Domlur, Domluru, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560071, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10754,"Cambridge Road, Ranka Court, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10755,"Cambridge Road, Nanavali Dargah, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10756,"Cinnamon, 24, Gangadhar Chetty Road, Sivanchetti Gardens, K Kamaraj Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10757,"Chord Road, Rajajinagar 1st Block, Basaveshwaranagar, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10758,"Cambridge Road, Gowthamapura, Agaram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560007, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10759,"Water Tank Road, Block 4 Phase 3, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10760,"Whitefield Main Road, Alembic Glass Colony, Kadugodi, Bengaluru, Karnataka. Pin-560066 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10761,"Whitefield - Hoskote Road, Belathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560067, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10762,"WhiteField  - Hoskote Road, Kadugodi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560067, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10763,"11th Cross Road, KGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10764,"Viviani Road, Doddi, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10765,"Cafe Coffee Day, 80 Feet Road, RMV 2nd Stage 2nd Block, Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10766,"Cafe Coffee Day, 18/2A, Sarjapur Road, Ambalipura, Haralur, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560103, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10767,"Chord Road, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10768,"Chord Road, Goraguntepalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10769,"Chord Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10770,"Chinmaya Mission Hospital Road, Lakshmipuram, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10771,"11th Cross Road, Govianu Jodidhar Atlantis, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10772,"11th Cross Road, Ganapathinagar, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10773,"11th Cross Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10774,"11th A Main Road, Marenahalli, JP Nagar Phase 2, Bengaluru, Karnataka. Pin-560078 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10775,"We Fitness and Health Center, 18th Cross Road, K R Layout, JP Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10776,"Water Tank Road, Block 4, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10777,"Cake, Panathur Main Road, Kaverappa Layout, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10778,"Canara Union Road, SBD Township Sector B, BHEL Township, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10779,"Christ University, 8th Cross Road, S.G Palya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10780,"Christ University, 2nd Cross Road, S.G Palya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10781,"Christ School Road, Balaji Layout, S.G Palya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10782,"Canara Union Road, Embassy Heritage Apartment, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10783,"Whitefield Main Road, Narayanappa Gardens, Hagaduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10784,"Whitefield Main Road, Ittina Anu, Maithri Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10785,"1160, 5th Main Road, Sector 7, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10786,"1127, 9th Main Road, Sector 7, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10787,"1126, 9th Main Road, Sector 7, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10788,"111,112, 7th Road, EPIP Zone, Bharath Aikya Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10789,"11th Cross Road, Muni Reddy Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10790,"11th Cross Road, Maruthi Extension Vinayaka Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10791,"11th Cross Road, Lakksandra Extension, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10792,"Whitefield Main Road, SBR Horizon, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10793,"11th Cross Road, ITI Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10794,"11th Cross Road, Gundutopu Garden, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10795,"Canara Bank, Tagore Circle, Gandhi Bazaar, Basavanagudi, Sunkenahalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560004, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10796,"Campus Road, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10797,"Central Bar District, 122/103, HAL Old Airport Road, NR Colony, Jeevan Bhima Nagar, Konena Agrahara, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10798,"Catholic Club, Museum Road, Arab Lines, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10799,"Chikkasanni, Devanahalli taluku, Bengaluru North, Karnataka, 562110, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10800,"Chord Road, Basava Mantapa Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10801,"Chord Road, BHEL Township, Widia Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10802,"Chord Road Service Road, Rajajinagar 1st Block, Basaveshwaranagar, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10803,"Choodasandra Road, Choodasandra Circle, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10804,"Cholourpalaya Road, PNT Colony, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
10805,"Chocolate Factory Road, Balaji Circle, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",1,0.02,MEDIUM,High parking violation zone requiring enforcement attention.
