rank,location,total_violations,hotspot_score,severity
9570,"Service Road, Ferns Habitat, Doddanekundi, Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",1,0.02,MEDIUM
9571,"Service Road, Ferns Habitat, Doddanekundi, Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1,0.02,MEDIUM
9572,"1st Main Road, Dollars Colony, Nagashettyhalli, Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India",1,0.02,MEDIUM
9573,"1st Main Road, Dollars Colony, Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India",1,0.02,MEDIUM
9574,"1st Main Road, Defence Colony, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",1,0.02,MEDIUM
9575,"1st Main Road, Dasappa Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",1,0.02,MEDIUM
9576,"1st Main Road, Gangappa Garden, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",1,0.02,MEDIUM
9577,"Service Road, Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",1,0.02,MEDIUM
9578,"Service Road, Chinnappanahalli, Priyadarshini Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1,0.02,MEDIUM
9579,"Seppings Road, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,0.02,MEDIUM
9580,"Sarjapura Road, Kodati, Kodathi, Bangalore East, Bengaluru Urban, Karnataka, 560035, India",1,0.02,MEDIUM
9581,"Sarjapura Road, Doddakannalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India",1,0.02,MEDIUM
9582,"Further Extension, Sir MV Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560056, India",1,0.02,MEDIUM
9583,"Arunodaya Apparel, Sampige Road, Malleswaram, Malleshwaram, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560003, India",1,0.02,MEDIUM
9584,"Astronomy and Astrophysics Programme, CV Raman Road, Subedarpalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560012, India",1,0.02,MEDIUM
9585,"Aster RV Hospital, CA-37, 5th Cross Road, JP Nagar 1st Phase, JP Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",1,0.02,MEDIUM
9586,"Assayee Road, St Thomas Town, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",1,0.02,MEDIUM
9587,"Assayee Road, Sham Mansion Apartment, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",1,0.02,MEDIUM
9588,"Food Street, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",1,0.02,MEDIUM
9589,"Food Street, M C Layout, Dr. Vishnuvardhan Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India",1,0.02,MEDIUM
9590,"Fablore, Main Guard Cross Road, Commercial Street Market, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,0.02,MEDIUM
9591,"FOSS United Foundation, 177/3, Bannerghatta Road, J.P Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",1,0.02,MEDIUM
9592,"Service Road, Virannapalya, Nagavara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560045, India",1,0.02,MEDIUM
9593,"1st Main Road, CSR Golden Gate Layout, Sidhappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",1,0.02,MEDIUM
9594,"1st Main Road, CPWD Quarters, Stage 1, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",1,0.02,MEDIUM
9595,"1st Main Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",1,0.02,MEDIUM
9596,"1st Main Road, Block 8, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",1,0.02,MEDIUM
9597,"1st Main Road, Block 4, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",1,0.02,MEDIUM
9598,"1st Main Road, Dwarka Nagar, Hosakerehalli, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",1,0.02,MEDIUM
9599,"Ashwath Nagar, Sanjaynagar Main Road, Ramakrishna Layout, Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India",1,0.02,MEDIUM
9600,"Ashwath Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1,0.02,MEDIUM
9601,"Ashokapuram, Mahalakshmi Layout, Mahalakshmipuram, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India",1,0.02,MEDIUM
9602,"Featherlite Furniture, PBR Road, MSR Layout, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1,0.02,MEDIUM
9603,"Father Servanton Circle, Saint John's Church Road, Cleveland Town, Pulakeshi Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India",1,0.02,MEDIUM
9604,"Service Road, M C Layout, Thimmenahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560040, India",1,0.02,MEDIUM
9605,"Sgraph Infotech, 90/4 Above ICICI Bank 3rd Floor, Outer Ring Road, MSR Layout, Munekolala, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1,0.02,MEDIUM
9606,"Seshadri Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",1,0.02,MEDIUM
9607,"Shankar Mandir Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",1,0.02,MEDIUM
9608,"Shanbhog Krishnappa Road, Upparahalli, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",1,0.02,MEDIUM
9609,"Shampura Main Road, Samadhana Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560045, India",1,0.02,MEDIUM
9610,"Shampura Main Road, Favourite Elegance, Chinnana Layout, Kaval Baira Sandra, Bengaluru, Karnataka. Pin-560032 (India)",1,0.02,MEDIUM
9611,"Seshadri Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1,0.02,MEDIUM
9612,"Foremen Training Institute - FTI, Kanteerava Studio Flyover, Goraguntepalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",1,0.02,MEDIUM
9613,"Ashoka Pillar, Ashoka Pillar Circle, Kanakanapalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560069, India",1,0.02,MEDIUM
9614,"Ashley Park Road, Brigade Orchid, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",1,0.02,MEDIUM
9615,"Shankar Mutt Circle, Modi Hospital Main Road, Indiranagar, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India",1,0.02,MEDIUM
9616,"Shell, Service Road, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1,0.02,MEDIUM
9617,"1st Main Road, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",1,0.02,MEDIUM
9618,"1st Main Road, Balaji Layout, S.G Palya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",1,0.02,MEDIUM
9619,"1st Main Road, Chakkasandra, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",1,0.02,MEDIUM
9620,"1st Main Road, Celesta, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",1,0.02,MEDIUM
9621,"1st Main Road, Cambridge Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",1,0.02,MEDIUM
9622,"Shamanna Road, Subramanyapalya, Banaswadi, Bengaluru, Karnataka. Pin-560033 (India)",1,0.02,MEDIUM
9623,"Shakar Nagar Road, Sanjiveeni Nagar, Hebbal, Bengaluru, Karnataka. Pin-560092 (India)",1,0.02,MEDIUM
9624,"Shakar Nagar Road, Jyothika Patak, Shanthivana, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)",1,0.02,MEDIUM
9625,"Shakambari Nagar, JP Nagar 1st Phase, JP Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",1,0.02,MEDIUM
9626,"1st Main Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1,0.02,MEDIUM
9627,"Service Road, MSR Layout, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1,0.02,MEDIUM
9628,"FNFI Road, KIADB Layout, Phase 2, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",1,0.02,MEDIUM
9629,"Firefox, 18, Service Road, Ananda Nagara, Ashwath Nagar, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",1,0.02,MEDIUM
9630,"Ashwini Medical And General Store, Siddapura Road, Whitefield, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",1,0.02,MEDIUM
9631,"Fashion Zone, 1st Main Road, Someshwaranagar, Venkat Reddy Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560069, India",1,0.02,MEDIUM
9632,"Avalahalli Estate Road, Veracious Vani Vilas, Residential Quarters, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",1,0.02,MEDIUM
9633,"Aurobindo Circle, 11th Main Road, DK Naik Nagar, Marenahalli South, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560041, India",1,0.02,MEDIUM
9634,"Ati Motors, Outer Ring Road, Goragunte Palya, Peenya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",1,0.02,MEDIUM
9635,"Ayyappa Garden Main Road, Subbana Garden, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",1,0.02,MEDIUM
9636,"Ayodhyarama Road, Sarakki, JP Nagar 1st Phase, JP Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",1,0.02,MEDIUM
9637,"Fashion Factory, Chord Road, Rajajinagara 1st R Block, Basaveshwaranagar, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,0.02,MEDIUM
9638,"Fashion Factory, Chord Road, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,0.02,MEDIUM
9639,"Faia, 1, Dr. Rajkumar Road, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,0.02,MEDIUM
9640,"Axis Bank, Ganganagara 5th Main Road, Vasanthappa Block, Ganga Nagar, Ganganagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",1,0.02,MEDIUM
9641,"1st Main Road, Block 3, D Group Layout, Lingadheeranahalli, Bengaluru, Karnataka. Pin-560091 (India)",1,0.02,MEDIUM
9642,"1st Main Road, Block 3, Ayyappa Nagar, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",1,0.02,MEDIUM
9643,"1st Main Road, Block 3 Stage 4, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",1,0.02,MEDIUM
9644,"1st Main Road, Block 2 Madhura Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",1,0.02,MEDIUM
9645,"Shankara Nagar Main Road, Dr Rajkumar Circle, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",1,0.02,MEDIUM
9646,"Shankar Nagar, Nalwadi Krishnaraja Wadiyar Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560096, India",1,0.02,MEDIUM
9647,"Employees' State Insurance Corporation Model Hospital, 41st Cross Road, Rajajinagar 3rd Block, Rajajinagar, Rajajinagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,0.02,MEDIUM
9648,"Emirates Opticals, Manipal County Road, Singasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560114, India",1,0.02,MEDIUM
9649,"Embassy TechVillage Road, Embassy TechVillage, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1,0.02,MEDIUM
9650,"Fenesta, 3294, Indiranagar Double Road, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",1,0.02,MEDIUM
9651,"Featherlite Vista, M V Jayaram Road, Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India",1,0.02,MEDIUM
9652,"Shell, Bellary Road, Gangenahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",1,0.02,MEDIUM
9653,"Sharana Seva Samaja, Chord Road, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India",1,0.02,MEDIUM
9654,"Sharana Seva Samaja, 1st Cross Road, Rajajinagara 1st R Block, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,0.02,MEDIUM
9655,"Sharadamba Temple Road, Sri Veera Madakari Nayaka Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",1,0.02,MEDIUM
9656,"Shanti Nagar, Hombegowda Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India",1,0.02,MEDIUM
9657,"Shanti Nagar Main Road, Nanjappa Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",1,0.02,MEDIUM
9658,"Shanthappa Lane, Ragipet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",1,0.02,MEDIUM
9659,"Shile Havamana Road, Dasappa Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",1,0.02,MEDIUM
9660,"Shile Havamana Road, Block B, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",1,0.02,MEDIUM
9661,"1st Main Road, Ashram Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",1,0.02,MEDIUM
9662,"Father Mathews School, HMT Main Road, HMT Ward, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560013, India",1,0.02,MEDIUM
9663,"East Park Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",1,0.02,MEDIUM
9664,"Electronics City Flyover, Gangotri SLV Meadows, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",1,0.02,MEDIUM
9665,"Embassy Diamante, 34, Vittal Mallya Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,0.02,MEDIUM
9666,"Ezee Slim, 545, Service Road, MSR Layout, Munekolala, Munnenkolalu, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560038, India",1,0.02,MEDIUM
9667,"Electonics 24ish shops, SP Road, Ganigarpet, Dharmaraya Swamy Temple Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India",1,0.02,MEDIUM
9668,"1st Main Road, AECS Layout, Geddalahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560094, India",1,0.02,MEDIUM
9669,"1st Main Road, BYNR Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",1,0.02,MEDIUM
9670,"1st Main Road, BSW Layout, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",1,0.02,MEDIUM
9671,"Sheshadri Road, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,0.02,MEDIUM
9672,"Sheshadri Road, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,0.02,MEDIUM
9673,"Avenxo Labs Private Limited, 24/2, Begur Road, Alpine Park Apartments, Hongasandra, Bommanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",1,0.02,MEDIUM
9674,"B. Narayanapura, A Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India",1,0.02,MEDIUM
9675,"B, Hewlett Packard Avenue, Electronics City Phase 1, Electronic City, Bangalore South, Bengaluru Urban, Karnataka, 560100, India",1,0.02,MEDIUM
9676,"B Srinivasa Lane, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",1,0.02,MEDIUM
9677,"Euro School Road, ESI Road Junction, Doddanekundi, Bengaluru, Karnataka. Pin-560048 (India)",1,0.02,MEDIUM
9678,"Espirit, G30, Dr. Rajkumar Road, Subramanya Nagar 2nd Stage, Subrahmanya Nagar, Subramanyanagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560055, India",1,0.02,MEDIUM
9679,"1st Cross Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",1,0.02,MEDIUM
9680,"Sheraton Grand Bangalore Hotel at Brigade Gateway, Dr. Rajkumar Road, Subramanyanagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560055, India",1,0.02,MEDIUM
9681,"Shivananda Circle Flyover, Kumara Park East, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,0.02,MEDIUM
9682,"Shivanahalli Flyover, Chord Road, Rajajinagar 3rd Block, Rajajinagar, Rajajinagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",1,0.02,MEDIUM
9683,"1st D Main Road, Freedom Fighters Colony, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",1,0.02,MEDIUM
9684,"1st Cross Road, Yalappa Garden, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",1,0.02,MEDIUM
9685,"1st Main Road, Andhra Colony, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",1,0.02,MEDIUM
9686,"Shivajinagar Bus Station, Central Street, Tasker Town, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,0.02,MEDIUM
9687,"1st Main Road, Aisshwarya Excellency, Jyothipuram, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",1,0.02,MEDIUM
9688,"Electronics City Flyover, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",1,0.02,MEDIUM
9689,"B Main Road, ASB Industrial Layout, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",1,0.02,MEDIUM
9690,"B Cross Road, Arekempanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",1,0.02,MEDIUM
9691,"B 15th Street, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",1,0.02,MEDIUM
9692,"Azul system india pvt., 53/2&52/3, Kariammana Agrahara Road, Bellanduru, Bellandur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1,0.02,MEDIUM
9693,"BA Chelvaroya Mudaliar Road, Puttanna Junction, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",1,0.02,MEDIUM
9694,"Electronics City Flyover, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",1,0.02,MEDIUM
9695,"B.B. Naidu Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",1,0.02,MEDIUM
9696,"BEL Circle, Doddabommasandra, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560013, India",1,0.02,MEDIUM
9697,"BDA Main Road, Ganesha Mandira Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",1,0.02,MEDIUM
9698,"BDA Jnanabharathi Residential Enclave, Kengeri, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",1,0.02,MEDIUM
9699,"Electronic City Flyover, Singasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",1,0.02,MEDIUM
9700,"Electronic City Flyover, Garvebavi Palya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",1,0.02,MEDIUM
9701,"Electronic City Flyover, Bandepalya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560100, India",1,0.02,MEDIUM
9702,"Electronic City Flyover, Bandepalya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",1,0.02,MEDIUM
9703,"Ejipura Main Road, Muneshwara Swamy Layout, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",1,0.02,MEDIUM
9704,"Shivaji Road, Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560051, India",1,0.02,MEDIUM
